 batch: 1563/1563 | epoch: 0 | Loss: 4.257878822923393 | Accuracy: 4.988(2494/50000)(2492/49984)))[4.988] [4.257878822923393]
 batch: 1563/1563 | epoch: 39 | Loss: 1.0645071305263065 | Accuracy: 69.162(34581/50000)4567/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065]
 batch: 1563/1563 | epoch: 40 | Loss: 1.0359440790256933 | Accuracy: 70.148(35074/50000)064/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933]
 batch: 1563/1563 | epoch: 41 | Loss: 1.0253727892920212 | Accuracy: 70.22(35110/50000)35096/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212]
 batch: 1563/1563 | epoch: 42 | Loss: 1.003269161330685 | Accuracy: 70.9(35450/50000)(35437/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685]
 batch: 1563/1563 | epoch: 43 | Loss: 0.9872626218937638 | Accuracy: 71.282(35641/50000)30/49984)2)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638]
 batch: 1563/1563 | epoch: 44 | Loss: 0.9730673073692652 | Accuracy: 71.518(35759/50000)749/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652]
 batch: 1563/1563 | epoch: 45 | Loss: 0.9509849412198716 | Accuracy: 72.252(36126/50000)115/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716]
 batch: 1563/1563 | epoch: 46 | Loss: 0.928864160601481 | Accuracy: 72.77(36385/50000)(36374/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481]
 batch: 1563/1563 | epoch: 47 | Loss: 0.9110740783194738 | Accuracy: 73.214(36607/50000)6597/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738]
 batch: 1563/1563 | epoch: 48 | Loss: 0.8911671614463865 | Accuracy: 73.948(36974/50000)6960/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214, 73.948] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738, 0.8911671614463865]
 batch: 1563/1563 | epoch: 49 | Loss: 0.8806178471119985 | Accuracy: 74.22(37110/50000)37097/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214, 73.948, 74.22] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738, 0.8911671614463865, 0.8806178471119985]
 batch: 1563/1563 | epoch: 50 | Loss: 0.8605516045923349 | Accuracy: 74.628(37314/50000)7303/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214, 73.948, 74.22, 74.628] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738, 0.8911671614463865, 0.8806178471119985, 0.8605516045923349]
 batch: 1563/1563 | epoch: 51 | Loss: 0.8424463832199154 | Accuracy: 74.954(37477/50000)468/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214, 73.948, 74.22, 74.628, 74.954] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738, 0.8911671614463865, 0.8806178471119985, 0.8605516045923349, 0.8424463832199154]
 batch: 1563/1563 | epoch: 52 | Loss: 0.833266981999537 | Accuracy: 75.39(37695/50000)(37683/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214, 73.948, 74.22, 74.628, 74.954, 75.39] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738, 0.8911671614463865, 0.8806178471119985, 0.8605516045923349, 0.8424463832199154, 0.833266981999537]
 batch: 1563/1563 | epoch: 53 | Loss: 0.8262104372316954 | Accuracy: 75.758(37879/50000)7869/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214, 73.948, 74.22, 74.628, 74.954, 75.39, 75.758] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738, 0.8911671614463865, 0.8806178471119985, 0.8605516045923349, 0.8424463832199154, 0.833266981999537, 0.8262104372316954]
 batch: 1563/1563 | epoch: 54 | Loss: 0.8028757283493867 | Accuracy: 76.278(38139/50000)8125/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214, 73.948, 74.22, 74.628, 74.954, 75.39, 75.758, 76.278] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738, 0.8911671614463865, 0.8806178471119985, 0.8605516045923349, 0.8424463832199154, 0.833266981999537, 0.8262104372316954, 0.8028757283493867]
 batch: 1563/1563 | epoch: 55 | Loss: 0.7902686404098858 | Accuracy: 76.554(38277/50000)266/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216, 69.162, 70.148, 70.22, 70.9, 71.282, 71.518, 72.252, 72.77, 73.214, 73.948, 74.22, 74.628, 74.954, 75.39, 75.758, 76.278, 76.554] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408, 1.0645071305263065, 1.0359440790256933, 1.0253727892920212, 1.003269161330685, 0.9872626218937638, 0.9730673073692652, 0.9509849412198716, 0.928864160601481, 0.9110740783194738, 0.8911671614463865, 0.8806178471119985, 0.8605516045923349, 0.8424463832199154, 0.833266981999537, 0.8262104372316954, 0.8028757283493867, 0.7902686404098858]
